,awesom,i,have
,i,have,this
,have,this,phone
,is,a,thorn
,a,thorn,in
,thorn,in,my
,in,my,side
,my,side,i
,side,i,realli
,i,realli,abhor
,realli,abhor,it
,abhor,it,i
,it,i,recent
,i,recent,had
,recent,had,problem
,had,problem,where
,problem,where,i
,where,i,could
,could,not,stay
,not,stay,connect
,stay,connect,for
,connect,for,more
,for,more,than
,more,than,minut
,than,minut,befor
,minut,befor,be
,befor,be,disconnect
,be,disconnect,incred
,disconnect,incred,design
,incred,design,flaw
,design,flaw,great
,flaw,great,phone
,great,phone,wast
,phone,wast,of
,wast,of,buck
,of,buck,but
,buck,but,when
,but,when,i
,when,i,check
,i,check,voic
,check,voic,mail
,voic,mail,at
,mail,at,night
,at,night,the
,night,the,keypad
,the,keypad,backlight
,keypad,backlight,turn
,backlight,turn,off
,turn,off,a
,off,a,few
,few,second,into
,second,into,the
,into,the,first
,the,first,messag
,first,messag,and
,messag,and,then
,and,then,i
,then,i,m
,i,m,lost
,m,lost,the
,lost,the,replac
,the,replac,die
,replac,die,in
,die,in,a
,in,a,few
,few,week,ani
,week,ani,ring
,ani,ring,tone
,ring,tone,overal
,tone,overal,good
,overal,good,phone
,good,phone,to
,phone,to,buy
,to,buy,late
,buy,late,they
,late,they,have
,have,been,extrem
,been,extrem,nice
,extrem,nice,and
,nice,and,help
,and,help,on
,help,on,the
,the,phone,i
,have,had,problem
,had,problem,wit
,problem,wit,hit
,wit,hit,drop
,hit,drop,signal
,drop,signal,and
,signal,and,more
,and,more,not
,more,not,impress
,not,impress,light
,impress,light,weight
,light,weight,i
,weight,i,hard
,i,hard,notic
,hard,notic,it
,is,there,you
,there,you,ll
,you,ll,love
,ll,love,how
,love,how,thin
,how,thin,it
,is,bad,choic
,bad,choic,the
,choic,the,pleather
,the,pleather,case
,pleather,case,doesn
,doesn,t,fit
,t,fit,useless
,fit,useless,phone
,useless,phone,simpli
,phone,simpli,deaf
,simpli,deaf,the
,deaf,the,color
,the,color,is
,color,is,even
,is,even,prettier
,even,prettier,than
,prettier,than,i
,than,i,thought
,thought,it,would
,it,would,be
,would,be,and
,be,and,the
,and,the,graphic
,the,graphic,are
,graphic,are,incred
,are,incred,sharp
,incred,sharp,all
,sharp,all,in
,all,i,think
,think,it,was
,was,a,good
,a,good,invest
,good,invest,it
,invest,it,make
,it,make,veri
,make,veri,strang
,veri,strang,tick
,strang,tick,nois
,tick,nois,befor
,nois,befor,it
,befor,it,end
,it,end,the
,end,the,call
,the,call,the
,the,best,electron
,best,electron,of
,electron,of,the
,of,the,avail
,the,avail,fm
,avail,fm,transmitt
,fm,transmitt,batteri
,transmitt,batteri,last
,batteri,last,onli
,last,onli,a
,onli,a,few
,a,few,hour
,few,hour,great
,hour,great,headset
,great,headset,veri
,headset,veri,impress
,veri,impress,the
,impress,the,mega
,the,mega,pixel
,mega,pixel,camera
,pixel,camera,be
,camera,be,a
,be,a,part
,a,part,of
,of,a,phone
,a,phone,is
,phone,is,reason
,is,reason,i
,reason,i,ve
,had,this,for
,this,for,near
,for,near,year
,near,year,and
,has,work,great
,work,great,for
,great,for,me
,for,me,good
,me,good,transmit
,good,transmit,audio
,transmit,audio,we
,audio,we,are
,we,are,send
,are,send,it
,it,back,i
,back,i,did
,did,not,bother
,not,bother,contact
,bother,contact,the
,the,compani,for
,compani,for,few
,for,few,dollar
,few,dollar,product
,dollar,product,but
,product,but,i
,but,i,learn
,i,learn,the
,learn,the,lesson
,the,lesson,that
,lesson,that,i
,that,i,should
,i,should,not
,should,not,have
,not,have,bought
,bought,this,form
,this,form,onlin
,form,onlin,anyway
,onlin,anyway,if
,anyway,if,you
,if,you,hate
,you,hate,earbug
,hate,earbug,avoid
,earbug,avoid,this
,avoid,this,phone
,this,phone,by
,phone,by,all
,by,all,mean
,all,mean,great
,mean,great,price
,great,price,also
,price,also,the
,also,the,rang
,the,rang,is
,veri,decent,i
,decent,i,ve
,i,ve,been
,ve,been,abl
,been,abl,to
,abl,to,roam
,to,roam,around
,roam,around,my
,around,my,hous
,my,hous,with
,hous,with,the
,the,phone,in
,in,the,live
,the,live,room
,live,room,with
,room,with,no
,with,no,recept
,no,recept,sound
,recept,sound,qualiti
,sound,qualiti,issu
,qualiti,issu,fast
,issu,fast,servic
,fast,servic,i
,servic,i,would
,this,i,would
,recommend,this,i
,this,i,also
,i,also,didn
,also,didn,t
,didn,t,like
,t,like,the
,like,the,on
,on,button,it
,button,it,felt
,it,felt,like
,like,it,would
,it,would,crack
,would,crack,with
,crack,with,use
,with,use,worst
,use,worst,phone
,worst,phone,ever
,phone,ever,i
,ever,i,m
,i,m,still
,m,still,infatu
,still,infatu,with
,infatu,with,this
,with,this,phone
,this,phone,freez
,phone,freez,it
,freez,it,s
,it,s,kind
,s,kind,of
,kind,of,embarrass
,of,embarrass,to
,embarrass,to,use
,to,use,becaus
,use,becaus,of
,becaus,of,how
,of,how,it
,how,it,look
,look,and,most
,most,it,s
,it,s,embarrass
,s,embarrass,how
,embarrass,how,child
,how,child,like
,child,like,the
,like,the,compani
,the,compani,is
,compani,is,simpl
,is,simpl,lightweight
,simpl,lightweight,and
,lightweight,and,great
,and,great,fit
,great,fit,all
,all,i,d
,i,d,expect
,d,expect,a
,expect,a,better
,a,better,consum
,better,consum,experi
,consum,experi,from
,experi,from,motorola
,from,motorola,there
,motorola,there,s
,there,s,a
,s,a,horribl
,a,horribl,tick
,horribl,tick,sound
,tick,sound,in
,sound,in,the
,in,the,background
,the,background,on
,background,on,all
,on,all,my
,all,my,call
,my,call,that
,call,that,i
,have,never,experienc
,never,experienc,befor
,experienc,befor,these
,befor,these,are
,these,are,certain
,are,certain,veri
,certain,veri,comfort
,veri,comfort,and
,comfort,and,function
,and,function,is
,function,is,decent
,is,decent,i
,decent,i,usual
,i,usual,don
,t,like,headband
,like,headband,but
,headband,but,this
,veri,lightweight,doesn
,lightweight,doesn,t
,doesn,t,mess
,t,mess,up
,mess,up,my
,up,my,hair
,my,hair,i
,hair,i,m
,i,m,a
,m,a,bit
,a,bit,disappoint
,bit,disappoint,i
,disappoint,i,have
,have,had,this
,had,this,phone
,this,phone,for
,phone,for,over
,for,over,a
,over,a,year
,a,year,now
,and,i,will
,i,will,tell
,will,tell,you
,tell,you,it
,you,it,not
,it,not,that
,not,that,great
,that,great,i
,great,i,order
,order,this,for
,this,for,soni
,for,soni,ericsson
,soni,ericsson,but
,ericsson,but,i
,but,i,think
,i,think,it
,think,it,onli
,it,onli,work
,onli,work,onc
,work,onc,that
,onc,that,when
,that,when,i
,when,i,first
,i,first,use
,first,use,it
,use,it,the
,it,the,batteri
,batteri,is,complet
,complet,useless,to
,useless,to,me
,to,me,what
,me,what,a
,what,a,big
,a,big,wast
,big,wast,of
,wast,of,time
,of,time,don
,time,don,t
,wast,your,on
,your,on,this
,this,one,great
,one,great,sound
,great,sound,and
,sound,and,servic
,and,servic,realli
,servic,realli,pleas
,realli,pleas,with
,this,product,so
,far,one,of
,one,of,my
,of,my,favorit
,my,favorit,purchas
,favorit,purchas,ever
,purchas,ever,best
,ever,best,bluetooth
,best,bluetooth,on
,bluetooth,on,the
,the,market,authent
,market,authent,leather
,authent,leather,with
,leather,with,nice
,with,nice,shine
,nice,shine,and
,shine,and,comfort
,and,comfort,i
,comfort,i,recommend
,i,recommend,you
,recommend,you,this
,you,this,case
,this,case,i
,case,i,was
,was,veri,excit
,get,this,headset
,this,headset,becaus
,headset,becaus,i
,becaus,i,thought
,i,thought,it
,thought,it,was
,it,was,realli
,was,realli,cute
,realli,cute,do
,cute,do,not
,do,not,make
,not,make,the
,same,mistak,as
,mistak,as,me
,as,me,big
,me,big,disappoint
,big,disappoint,with
,disappoint,with,calendar
,with,calendar,sync
,calendar,sync,the
,sync,the,phone
,the,phone,was
,phone,was,unus
,was,unus,and
,and,was,not
,was,not,new
,not,new,worst
,new,worst,custom
,custom,servic,ever
,servic,ever,no
,ever,no,addit
,no,addit,ear
,addit,ear,gel
,ear,gel,provid
,gel,provid,and
,provid,and,no
,and,no,instruct
,no,instruct,whatsoev
,instruct,whatsoev,it
,whatsoev,it,defeat
,it,defeat,the
,defeat,the,purpos
,the,purpos,of
,purpos,of,a
,bluetooth,headset,worth
,headset,worth,everi
,worth,everi,penni
,everi,penni,excel
,penni,excel,wallet
,excel,wallet,type
,wallet,type,phone
,type,phone,case
,phone,case,nice
,case,nice,headphon
,nice,headphon,for
,headphon,for,the
,the,price,and
,price,and,they
,they,work,great
,work,great,internet
,great,internet,is
,internet,is,excruti
,is,excruti,slow
,excruti,slow,it
,veri,comfort,to
,to,wear,as
,well,which,is
,which,is,probabl
,is,probabl,the
,probabl,the,most
,the,most,import
,most,import,aspect
,import,aspect,about
,aspect,about,use
,about,use,a
,use,a,case
,a,case,it
,case,it,s
,it,s,fit
,s,fit,like
,fit,like,a
,like,a,glove
,a,glove,and
,glove,and,is
,is,strong,secur
,strong,secur,and
,secur,and,durabl
,and,durabl,o
,durabl,o,my
,o,my,gosh
,my,gosh,the
,gosh,the,best
,ever,had,it
,had,it,s
,s,veri,attract
,veri,attract,and
,attract,and,appear
,and,appear,to
,appear,to,be
,to,be,of
,be,of,good
,of,good,qualiti
,good,qualiti,i
,qualiti,i,love
,i,love,all
,love,all,the
,all,the,featur
,the,featur,and
,featur,and,form
,and,form,factor
,form,factor,this
,factor,this,product
,this,product,had
,product,had,a
,had,a,strong
,a,strong,rubber
,strong,rubber,petroleum
,rubber,petroleum,smell
,petroleum,smell,that
,smell,that,was
,that,was,unbear
,was,unbear,after
,unbear,after,a
,after,a,while
,a,while,and
,while,and,caus
,and,caus,me
,me,to,return
,return,it,poor
,it,poor,qualiti
,poor,qualiti,and
,qualiti,and,servic
,and,servic,the
,servic,the,cabl
,the,cabl,look
,cabl,look,so
,look,so,thin
,so,thin,and
,thin,and,flimsi
,is,scari,great
,scari,great,earpiec
,great,earpiec,excel
,earpiec,excel,hand
,excel,hand,free
,hand,free,tool
,free,tool,great
,tool,great,for
,great,for,use
,for,use,with
,use,with,your
,with,your,home
,your,home,stereo
,home,stereo,good
,stereo,good,product
,good,product,incred
,product,incred,valu
,incred,valu,onli
,valu,onli,had
,onli,had,this
,had,this,a
,this,a,month
,a,month,but
,month,but,it
,but,it,s
,it,s,work
,s,work,flawless
,work,flawless,so
,far,work,great
,work,great,absolutel
,great,absolutel,junk
,absolutel,junk,that
,junk,that,one
,that,one,didn
,one,didn,t
,t,work,either
,work,either,batteri
,either,batteri,life
,life,is,real
,real,good,return
,good,return,hour
,return,hour,later
,hour,later,it
,later,it,s
,a,great,item
,great,item,don
,item,don,t
,your,money,love
,money,love,this
,love,this,headset
,this,headset,not
,headset,not,onli
,not,onli,will
,onli,will,it
,will,it,drain
,it,drain,your
,drain,your,player
,your,player,but
,player,but,may
,but,may,also
,may,also,potenti
,also,potenti,fri
,potenti,fri,it
,fri,it,work
,work,perfect,unreli
,perfect,unreli,i
,unreli,i,m
,i,m,give
,m,give,up
,give,up,i
,up,i,gave
,i,gave,it
,gave,it,star
,it,star,becaus
,star,becaus,of
,of,the,sound
,sound,qualiti,avoid
,qualiti,avoid,this
,avoid,this,one
,this,one,if
,one,if,you
,you,can,revers
,can,revers,plug
,revers,plug,work
,plug,work,great
,great,i,wast
,i,wast,my
,wast,my,littl
,my,littl,money
,littl,money,with
,money,with,this
,with,this,earpiec
,this,earpiec,veri
,earpiec,veri,good
,good,phone,best
,phone,best,of
,best,of,all
,of,all,is
,all,is,the
,is,the,rotat
,the,rotat,featur
,rotat,featur,veri
,featur,veri,help
,veri,help,comfort
,help,comfort,for
,comfort,for,our
,for,our,whole
,our,whole,famili
,whole,famili,good
,famili,good,product
,good,product,good
,good,seller,i
,seller,i,love
,love,this,bluetooth
,this,bluetooth,first
,bluetooth,first,of
,first,of,all
,all,it,doesn
,doesn,t,wear
,t,wear,well
,wear,well,i
,well,i,am
,this,headset,from
,headset,from,plantron
,from,plantron,i
,plantron,i,got
,i,got,it
,got,it,becaus
,it,becaus,it
,it,was,so
,was,so,small
,so,small,and
,small,and,ador
,and,ador,great
,ador,great,phone
,phone,i,wouldn
,i,wouldn,t
,wouldn,t,recommend
,t,recommend,buy
,recommend,buy,this
,this,product,piec
,product,piec,of
,of,junk,poor
,junk,poor,contstruct
,poor,contstruct,hing
,contstruct,hing,this
,hing,this,item
,this,item,is
,item,is,great
,is,great,instal
,great,instal,it
,instal,it,let
,it,let,it
,it,charg,up
,charg,up,overnit
,up,overnit,and
,it,has,been
,been,work,good
,work,good,everi
,good,everi,sinc
,everi,sinc,with
,sinc,with,no
,no,problem,great
,problem,great,phone
,buy,it,excel
,it,excel,phone
,excel,phone,do
,phone,do,not
,do,not,purchas
,purchas,this,phone
,this,phone,the
,phone,the,voic
,the,voic,recognit
,voic,recognit,thru
,recognit,thru,the
,thru,the,handset
,the,handset,is
,handset,is,excel
,is,excel,this
,this,is,hand
,is,hand,down
,hand,down,the
,down,the,best
,best,phone,i
,had,work,great
,work,great,when
,great,when,my
,when,my,cat
,my,cat,attack
,cat,attack,the
,attack,the,phone
,the,phone,he
,phone,he,scratch
,he,scratch,the
,scratch,the,protect
,the,protect,strip
,protect,strip,instead
,strip,instead,of
,instead,of,destroy
,of,destroy,the
,destroy,the,screen
,screen,this,one
,this,one,work
,one,work,and
,work,and,was
,and,was,price
,was,price,right
,price,right,custom
,right,custom,servic
,custom,servic,was
,servic,was,terribl
,was,terribl,batteri
,terribl,batteri,life
,batteri,life,still
,life,still,not
,still,not,long
,not,long,enough
,long,enough,in
,enough,in,motorola
,in,motorola,razor
,motorola,razor,send
,razor,send,it
,send,it,back
,it,back,now
,back,now,i
,now,i,know
,i,know,that
,that,i,made
,i,made,a
,made,a,wise
,a,wise,decis
,wise,decis,someon
,decis,someon,shouldv
,someon,shouldv,invent
,shouldv,invent,this
,invent,this,sooner
,this,sooner,good
,sooner,good,price
,good,price,everyth
,price,everyth,work
,everyth,work,on
,work,on,the
,on,the,first
,the,first,tri
,tri,the,devic
,the,devic,was
,devic,was,certain
,was,certain,engin
,certain,engin,in
,engin,in,a
,in,a,clever
,a,clever,way
,clever,way,and
,way,and,the
,and,the,construct
,the,construct,feel
,construct,feel,good
,feel,good,i
,good,i,receiv
,i,receiv,it
,receiv,it,quick
,great,has,been
,has,been,work
,been,work,great
,work,great,as
,great,as,mani
,as,mani,peopl
,mani,peopl,complain
,peopl,complain,i
,complain,i,found
,found,this,headset
,this,headset,s
,headset,s,microphon
,s,microphon,was
,microphon,was,veri
,was,veri,weak
,veri,weak,my
,weak,my,year
,my,year,old
,year,old,nokia
,old,nokia,from
,nokia,from,tracfon
,from,tracfon,hold
,tracfon,hold,the
,hold,the,charg
,the,charg,a
,charg,a,lot
,better,than,this
,than,this,they
,this,they,do
,do,not,care
,not,care,about
,care,about,the
,about,the,consum
,the,consum,one
,consum,one,bit
,one,bit,this
,bit,this,is
,a,good,batteri
,good,batteri,and
,it,got,here
,got,here,realli
,here,realli,fast
,realli,fast,the
,fast,the,instruct
,the,instruct,manual
,instruct,manual,is
,manual,is,lack
,is,lack,also
,lack,also,it
,also,it,slim
,it,slim,enough
,slim,enough,to
,enough,to,fit
,to,fit,into
,fit,into,my
,into,my,alarm
,my,alarm,clock
,alarm,clock,dock
,clock,dock,station
,dock,station,without
,station,without,remov
,without,remov,the
,remov,the,case
,the,case,phone
,case,phone,now
,phone,now,hold
,now,hold,charg
,hold,charg,like
,charg,like,it
,like,it,did
,it,did,when
,when,it,was
,was,new,the
,new,the,batteri
,batteri,is,unreli
,is,unreli,as
,as,the,servic
,the,servic,use
,servic,use,antena
,use,antena,it
,antena,it,s
,it,s,uncomfort
,s,uncomfort,and
,qualiti,is,quit
,is,quit,poor
,quit,poor,compar
,poor,compar,with
,compar,with,the
,the,phone,razr
,phone,razr,or
,razr,or,with
,or,with,my
,with,my,previous
,my,previous,wire
,previous,wire,headset
,wire,headset,that
,headset,that,plug
,that,plug,into
,plug,into,an
,into,an,lg
,an,lg,we
,lg,we,have
,we,have,gotten
,gotten,a,lot
,lot,of,compliment
,of,compliment,on
,compliment,on,it
,on,it,this
,this,is,definit
,is,definit,a
,definit,a,must
,must,have,if
,have,if,your
,if,your,state
,your,state,doe
,state,doe,not
,doe,not,allow
,not,allow,cell
,allow,cell,phone
,cell,phone,usag
,phone,usag,while
,usag,while,drive
,while,drive,i
,drive,i,want
,i,want,my
,want,my,money
,my,money,back
,money,back,i
,back,i,love
,love,this,devic
,this,devic,i
,devic,i,am
,i,am,also
,am,also,veri
,also,veri,happi
,happi,with,the
,price,i,order
,i,order,this
,order,this,product
,this,product,first
,product,first,and
,first,and,was
,and,was,unhappi
,was,unhappi,with
,it,immedi,the
,immedi,the,ngage
,the,ngage,is
,ngage,is,still
,is,still,lack
,still,lack,in
,lack,in,earbud
,in,earbud,i
,earbud,i,was
,was,abl,to
,abl,to,do
,to,do,voic
,do,voic,dial
,voic,dial,in
,dial,in,the
,the,car,with
,car,with,no
,no,problem,i
,problem,i,have
,i,have,bar
,have,bar,on
,bar,on,my
,on,my,cell
,cell,phone,when
,when,i,am
,i,am,home
,am,home,but
,home,but,you
,but,you,cant
,you,cant,not
,cant,not,hear
,not,hear,anyth
,hear,anyth,good
,anyth,good,item
,good,item,low
,item,low,price
,low,price,howev
,price,howev,the
,howev,the,riington
,the,riington,are
,riington,are,not
,are,not,the
,not,the,best
,the,best,and
,best,and,neither
,and,neither,are
,neither,are,the
,are,the,game
,the,game,the
,the,plug,did
,plug,did,not
,not,work,veri
,veri,well,amazon
,well,amazon,suck
,amazon,suck,rip
,suck,rip,off
,rip,off,over
,off,over,charg
,over,charg,ship
,charg,ship,veri
,ship,veri,comfort
,veri,comfort,the
,comfort,the,batteri
,batteri,is,work
,replac,for,the
,for,the,origin
,the,origin,that
,origin,that,came
,came,with,the
,the,phone,over
,phone,over,year
,over,year,ago
,year,ago,the
,ago,the,recept
,the,recept,is
,recept,is,excel
,excel,it,fit
,fit,comfort,in
,comfort,in,either
,in,either,ear
,clear,and,loud
,and,loud,and
,and,the,charg
,the,charg,last
,charg,last,a
,last,a,coupl
,coupl,of,day
,of,day,veri
,day,veri,clear
,veri,clear,qualiti
,clear,qualiti,sound
,sound,and,you
,and,you,don
,have,to,mess
,to,mess,with
,mess,with,the
,with,the,sound
,the,sound,on
,sound,on,your
,on,your,ipod
,your,ipod,sinc
,ipod,sinc,you
,sinc,you,have
,you,have,the
,have,the,sound
,the,sound,button
,sound,button,on
,on,the,headset
,the,headset,long
,headset,long,last
,long,last,batteri
,last,batteri,you
,batteri,you,don
,don,t,have
,t,have,to
,have,to,recharg
,to,recharg,it
,recharg,it,as
,it,as,frequentyli
,as,frequentyli,as
,as,some,of
,some,of,the
,of,the,flip
,the,flip,phone
,flip,phone,obvious
,phone,obvious,there
,obvious,there,is
,is,a,problem
,a,problem,with
,with,the,adhes
,the,adhes,veri
,adhes,veri,disappoint
,veri,disappoint,it
,disappoint,it,was
,it,was,an
,was,an,inexpens
,an,inexpens,piec
,inexpens,piec,but
,piec,but,i
,i,would,still
,would,still,have
,still,have,expect
,have,expect,better
,expect,better,qualiti
,better,qualiti,it
,is,practic,useless
,practic,useless,and
,useless,and,did
,and,did,not
,did,not,add
,not,add,ani
,add,ani,kind
,kind,of,boost
,of,boost,to
,boost,to,my
,to,my,recept
,my,recept,after
,recept,after,i
,i,bought,it
,bought,it,excel
,it,excel,sound
,excel,sound,qualiti
,sound,qualiti,was
,qualiti,was,not
,was,not,happi
,not,happi,a
,happi,a,piec
,of,junk,that
,junk,that,broke
,that,broke,after
,broke,after,be
,after,be,on
,be,on,my
,on,my,phone
,my,phone,for
,phone,for,day
,for,day,new
,day,new,batteri
,new,batteri,work
,work,great,in
,great,in,phone
,in,phone,worst
,phone,worst,custom
,worst,custom,servic
,custom,servic,i
,servic,i,ve
,i,ve,drop
,ve,drop,my
,drop,my,phone
,my,phone,more
,phone,more,time
,more,time,than
,time,than,i
,than,i,can
,can,say,even
,say,even,on
,even,on,concret
,on,concret,and
,concret,and,my
,phone,is,still
,is,still,great
,still,great,knock
,great,knock,on
,knock,on,wood
,on,wood,recept
,wood,recept,is
,recept,is,terribl
,is,terribl,and
,terribl,and,full
,and,full,of
,full,of,static
,of,static,good
,static,good,audio
,good,audio,qualiti
,audio,qualiti,this
,qualiti,this,littl
,this,littl,devic
,littl,devic,has
,devic,has,transform
,has,transform,my
,transform,my,organiz
,my,organiz,capabl
,organiz,capabl,and
,capabl,and,made
,and,made,my
,made,my,life
,my,life,a
,life,a,whole
,a,whole,lot
,whole,lot,easier
,easier,i,was
,i,was,sit
,was,sit,in
,sit,in,my
,in,my,vehicl
,my,vehicl,with
,vehicl,with,the
,with,the,cradl
,the,cradl,on
,cradl,on,my
,on,my,belt
,belt,and,the
,and,the,headset
,the,headset,lost
,headset,lost,signal
,lost,signal,were
,signal,were,jerk
,were,jerk,on
,jerk,on,the
,the,phone,work
,phone,work,like
,a,charm,work
,charm,work,as
,work,as,advertis
,as,advertis,comfort
,advertis,comfort,nice
,comfort,nice,rang
,nice,rang,good
,rang,good,batteri
,good,batteri,life
,batteri,life,their
,life,their,network
,their,network,coverag
,network,coverag,in
,coverag,in,los
,in,los,angel
,los,angel,is
,angel,is,horribl
,is,horribl,excel
,horribl,excel,starter
,excel,starter,wireless
,starter,wireless,headset
,wireless,headset,the
,headset,the,loudspeak
,the,loudspeak,option
,loudspeak,option,is
,option,is,great
,is,great,the
,great,the,bumper
,the,bumper,with
,with,the,light
,the,light,is
,veri,appeal,the
,appeal,the,onli
,thing,that,i
,i,think,could
,think,could,improv
,could,improv,is
,improv,is,the
,the,sound,leak
,sound,leak,out
,leak,out,from
,out,from,the
,from,the,headset
,the,headset,first
,headset,first,off
,first,off,the
,off,the,recept
,the,recept,suck
,recept,suck,i
,suck,i,have
,i,have,never
,have,never,had
,never,had,more
,had,more,than
,more,than,bar
,than,bar,ever
,bar,ever,the
,ever,the,phone
,the,phone,get
,phone,get,extrem
,get,extrem,hot
,extrem,hot,the
,hot,the,microphon
,the,microphon,also
,microphon,also,work
,well,but,accord
,but,accord,to
,accord,to,peopl
,to,peopl,i
,peopl,i,have
,i,have,call
,have,call,it
,call,it,applifi
,it,applifi,everyth
,applifi,everyth,nice
,everyth,nice,design
,nice,design,and
,design,and,qualiti
,and,qualiti,also
,qualiti,also,if
,also,if,your
,if,your,phone
,your,phone,is
,phone,is,drop
,is,drop,this
,drop,this,case
,case,is,not
,is,not,go
,not,go,to
,go,to,save
,to,save,it
,save,it,special
,it,special,when
,special,when,drop
,when,drop,face
,drop,face,down
,face,down,it
,is,light,easi
,light,easi,to
,use,and,has
,and,has,veri
,has,veri,clear
,veri,clear,recept
,clear,recept,and
,recept,and,transmiss
,and,transmiss,bad
,transmiss,bad,fit
,bad,fit,way
,fit,way,too
,way,too,big
,too,big,it
,big,it,definit
,it,definit,was
,definit,was,not
,was,not,as
,as,my,awesom
,my,awesom,devic
,awesom,devic,wast
,devic,wast,of
,of,money,i
,money,i,had
,i,had,order
,had,order,a
,order,a,motorola
,a,motorola,data
,motorola,data,cabl
,data,cabl,got
,cabl,got,a
,got,a,veri
,a,veri,well
,veri,well,finish
,well,finish,and
,finish,and,work
,and,work,product
,work,product,love
,phone,i,was
,i,was,look
,was,look,for
,look,for,this
,for,this,headset
,headset,for,a
,and,now,that
,now,that,i
,that,i,ve
,i,ve,got
,ve,got,it
,it,i,couldn
,t,be,happier
,be,happier,i
,happier,i,ll
,ll,be,drivng
,be,drivng,along
,drivng,along,and
,along,and,my
,headset,start,ring
,start,ring,for
,ring,for,no
,for,no,reason
,no,reason,display
,reason,display,is
,display,is,excel
,is,excel,and
,excel,and,camera
,and,camera,is
,camera,is,as
,as,ani,from
,ani,from,that
,from,that,year
,that,year,batteri
,year,batteri,life
,life,is,also
,is,also,great
,also,great,the
,great,the,worst
,worst,phone,i
,ever,had,onli
,had,onli,had
,few,month,not
,month,not,a
,not,a,good
,a,good,item
,good,item,it
,item,it,work
,it,work,for
,work,for,a
,for,a,while
,a,while,then
,while,then,start
,then,start,have
,start,have,problem
,have,problem,in
,problem,in,my
,in,my,auto
,my,auto,revers
,auto,revers,tape
,revers,tape,player
,tape,player,this
,player,this,is
,this,is,so
,is,so,embarass
,so,embarass,and
,embarass,and,also
,and,also,my
,also,my,ear
,my,ear,hurt
,ear,hurt,if
,hurt,if,i
,if,i,tri
,tri,to,push
,to,push,the
,ear,plug,into
,plug,into,my
,into,my,ear
,my,ear,protect
,protect,the,phone
,phone,on,all
,on,all,side
,all,side,this
,side,this,is
,a,veri,averag
,veri,averag,phone
,averag,phone,with
,phone,with,bad
,with,bad,batteri
,bad,batteri,life
,batteri,life,that
,life,that,oper
,that,oper,on
,oper,on,a
,on,a,weak
,a,weak,network
,weak,network,clear
,network,clear,skype
,clear,skype,call
,skype,call,long
,call,long,batteri
,life,long,rang
,long,rang,soyo
,rang,soyo,technolog
,soyo,technolog,suck
,technolog,suck,great
,suck,great,hand
,great,hand,free
,hand,free,devic
,free,devic,you
,devic,you,can
,you,can,even
,can,even,take
,even,take,self
,take,self,portrait
,self,portrait,with
,portrait,with,the
,with,the,outsid
,the,outsid,exterior
,outsid,exterior,display
,exterior,display,veri
,display,veri,cool
,veri,cool,same
,cool,same,problem
,same,problem,as
,problem,as,other
,as,other,have
,other,have,mention
,have,mention,after
,mention,after,tri
,after,tri,mani
,tri,mani,mani
,mani,mani,handsfre
,handsfre,gadget,this
,gadget,this,is
,the,one,that
,one,that,final
,that,final,work
,well,magic,help
,magic,help,the
,help,the,worst
,the,worst,piec
,worst,piec,of
,of,crap,ever
,crap,ever,along
,ever,along,with
,along,with,the
,with,the,verizon
,the,verizon,custom
,verizon,custom,servic
,custom,servic,poor
,servic,poor,sound
,poor,sound,qualiti
,best,phone,in
,phone,in,market
,in,market,it
,market,it,work
,it,work,veri
,veri,well,the
,well,the,compani
,the,compani,ship
,compani,ship,my
,ship,my,product
,my,product,veri
,product,veri,prompt
,veri,prompt,and
,well,exact,what
,exact,what,i
,i,want,the
,want,the,pictur
,the,pictur,resolut
,pictur,resolut,is
,resolut,is,far
,is,far,below
,far,below,what
,below,what,other
,what,other,compar
,other,compar,price
,compar,price,phone
,price,phone,are
,phone,are,offer
,are,offer,today
,offer,today,this
,today,this,is
,great,deal,excel
,deal,excel,product
,excel,product,i
,product,i,am
,am,veri,satisfi
,satisfi,with,the
,with,the,purchas
,the,purchas,i
,purchas,i,high
,high,recommend,these
,recommend,these,and
,these,and,encourag
,and,encourag,peopl
,encourag,peopl,to
,peopl,to,give
,to,give,them
,give,them,a
,them,a,tri
,a,tri,better
,tri,better,than
,better,than,you
,than,you,d
,you,d,expect
,d,expect,use
,expect,use,all
,use,all,earpiec
,all,earpiec,left
,earpiec,left,or
,left,or,right
,or,right,this
,right,this,thing
,this,thing,will
,thing,will,not
,will,not,stay
,not,stay,on
,stay,on,my
,on,my,ear
,ear,great,product
,great,product,and
,product,and,price
,and,price,sound
,price,sound,good
,sound,good,reason
,good,reason,price
,reason,price,and
,price,and,effect
,effect,it,that
,it,that,simpl
,that,simpl,still
,simpl,still,wait
,still,wait,i
,wait,i,m
,i,m,sure
,m,sure,this
,sure,this,item
,this,item,would
,item,would,work
,well,if,i
,if,i,ever
,i,ever,reciev
,ever,reciev,it
,reciev,it,what
,it,what,a
,what,a,disappoint
,a,disappoint,veri
,disappoint,veri,prompt
,veri,prompt,servic
,prompt,servic,excel
,servic,excel,product
,the,price,veri
,price,veri,pleas
,veri,pleas,with
,pleas,with,this
,this,headset,don
,headset,don,t
,your,money,and
,time,i,especi
,i,especi,love
,especi,love,the
,love,the,long
,the,long,batteri
,batteri,life,it
,life,it,s
